접수일자,제작사,차명,모델년도
2019-02-20,한국토요타자동차,렉서스 ES300h,2019
2019-02-20,현대자동차,그랜저(GRANDEUR),2013
2019-02-20,한국토요타자동차,렉서스 ES300h,2019
2019-02-20,현대자동차,아반떼 (AVANTE),2012
2019-02-20,현대자동차,싼타페,2002
2019-02-20,한국지엠,라세티 1.6 DOHC,2009
2019-02-20,한국지엠,라세티 1.6 DOHC,2009
2019-02-20,한국토요타자동차,렉서스 ES300h,2019
2019-02-20,기아,포르테 하이브리드,2010
2019-02-20,한국토요타자동차,렉서스 ES300h,2019
2019-02-20,한국토요타자동차,렉서스 ES300h,2019
2019-02-20,아우디폭스바겐코리아,A3 2.0 TDI,2014
2019-02-20,한국지엠,말리부 2.0 TURBO,2017
2019-02-20,한국토요타자동차,렉서스 ES300h,2019
2019-02-20,현대자동차,쏘나타 (SONATA),2010
2019-02-21,한국토요타자동차,렉서스 ES300h,2019
2019-02-21,한국토요타자동차,렉서스 ES300h,2019
2019-02-21,현대자동차,포터Ⅱ (PORTERⅡ),2018
2019-02-21,KG 모빌리티,티볼리 에어,2016
2019-02-21,현대자동차,그랜저(GRANDEUR),2014
2019-02-21,기아,K5,2011
2019-02-21,KG 모빌리티,액티언스포츠,2011
2019-02-21,현대자동차,그랜저(GRANDEUR),2011
2019-02-21,BMW,BMW X5 xDrive30d,2016
2019-02-21,현대자동차,그랜저(GRANDEUR),2016
2019-02-21,한국토요타자동차,렉서스 ES300h,2019
2019-02-21,현대자동차,싼타페(SANTAFE),2013
2019-02-21,기아,K7,2018
2019-02-21,한국지엠,라세티 2.0 디젤,2009
2019-02-21,기아,K5,2011
2019-02-21,한국토요타자동차,렉서스 ES300h,2019
2019-02-21,한국토요타자동차,렉서스 ES300h,2019
2019-02-21,기아,쏘렌토,2011
2019-02-21,한국토요타자동차,렉서스 ES300h,2019
2019-02-21,현대자동차,쏘나타 (SONATA),2011
2019-02-21,현대자동차,그랜저(GRANDEUR),2014
2019-02-21,메르세데스-벤츠,S350 BlueTEC 4Matic,2015
2019-02-22,아우디폭스바겐코리아,Jetta 2.0 TDI BMT Premium,2015
2019-02-22,한국토요타자동차,렉서스 RX450h,2017
2019-02-22,한국지엠,말리부 1.5 TURBO,2017
2019-02-22,기아,쏘렌토,2018
2019-02-22,만트럭버스코리아,TGX,2016
2019-02-22,한국토요타자동차,렉서스 ES300h,2019
2019-02-22,현대자동차,쏘나타(SONATA),2005
2019-02-22,르노코리아,SM3,2011
2019-02-22,한국닛산,370Z,2018
2019-02-22,현대자동차,쏘나타 (SONATA),2010
2019-02-22,한국토요타자동차,렉서스 ES300h,2019
2019-02-22,현대자동차,쏘나타(SONATA),2013
2019-02-25,현대자동차,쏘나타 (SONATA),2012
2019-02-25,BMW,BMW 320d,2018
2019-02-25,현대자동차,쏘나타(SONATA),2014
2019-02-25,한국지엠,크루즈 1.8 DOHC,2012
2019-02-25,한국지엠,라보보냉탑차,2019
2019-02-25,한국토요타자동차,렉서스 ES300h,2019
2019-02-25,한국토요타자동차,렉서스 ES300h,2019
2019-02-25,한국토요타자동차,렉서스 ES300h,2019
2019-02-25,현대자동차,그랜저(GRANDEUR),2015
2019-02-25,기아,K3,2019
2019-02-25,BMW,BMW 730Ld xDrive,2016
2019-02-25,한국토요타자동차,렉서스 ES300h,2019
2019-02-25,기아,모닝,2012
2019-02-25,한국닛산,Qashqai,2015
2019-02-25,볼보자동차코리아,볼보 V40CCD3,2018
2019-02-25,르노코리아,QM3,2015
2019-02-25,현대자동차,그랜저(GRANDEUR),2006
2019-02-25,기아,K5,2011
2019-02-25,기아,스포티지,2019
2019-02-25,현대자동차,쏘나타(SONATA),2012
2019-02-25,한국토요타자동차,렉서스 ES300h,2019
2019-02-26,르노코리아,SM5 D,2015
2019-02-26,기아,스포티지,2011
2019-02-26,한국토요타자동차,렉서스 ES300h,2019
2019-02-26,현대자동차,그랜저 하이브리드,2019
2019-02-26,한국토요타자동차,렉서스 ES300h,2019
2019-02-26,현대자동차,그랜저(GRANDEUR),2010
2019-02-26,KG 모빌리티,티볼리,2016
2019-02-26,기아,레이,2012
2019-02-26,한국토요타자동차,렉서스 ES300h,2019
2019-02-26,현대자동차,아반떼(AVANTE),2019
2019-02-26,현대자동차,아반떼 (AVANTE),2012
2019-02-26,현대자동차,아반떼 (AVANTE),2012
2019-02-26,한국지엠,말리부 1.5 TURBO,2017
2019-02-26,현대자동차,투싼(TUCSON),2016
2019-02-26,한국토요타자동차,렉서스 ES300h,2019
2019-02-26,한국지엠,말리부 2.0 DOHC,2013
2019-02-26,현대자동차,싼타페,2000
2019-02-26,크라이슬러코리아,짚 레니게이드,2017
2019-02-26,크라이슬러코리아,짚 체로키,2015
2019-02-26,현대자동차,그랜저(GRANDEUR),2006
2019-02-26,현대자동차,쏘나타 (SONATA),2011
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,BMW,BMW 730Ld,2011
2019-02-27,기아,K5,2016
2019-02-27,현대자동차,그랜저(GRANDEUR),2016
2019-02-27,볼보자동차코리아,볼보 XC60T6 AWD,2019
2019-02-27,현대자동차,쏘나타 (SONATA),2012
2019-02-27,현대자동차,그랜저(GRANDEUR),2007
2019-02-27,현대자동차,그랜드스타렉스리무진(GRAND STAREX),2015
2019-02-27,기아,K7 하이브리드,2017
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,한국토요타자동차,렉서스 ES300h,2019
2019-02-27,기아,스포티지,2011
2019-02-28,기아,스포티지,2011
2019-02-28,현대자동차,쏘나타 (SONATA),2012
2019-02-28,기아,K3,2015
2019-02-28,현대자동차,아반떼 하이브리드(AVANTE HYBRID),2010
2019-02-28,한국토요타자동차,렉서스 ES300h,2019
2019-02-28,현대자동차,쏘나타(SONATA),2012
2019-02-28,기아,K5,2011
2019-02-28,기아,K7,2013
2019-02-28,현대자동차,그랜저(GRANDEUR),2011
2019-02-28,한국지엠,스파크 1.0,2017
2019-02-28,현대자동차,쏘나타 (SONATA),2008
2019-03-04,르노코리아,SM5 LPLI,2008
2019-03-04,현대자동차,투싼(TUCSON),2016
2019-03-04,르노코리아,SM6,2016
2019-03-04,한국닛산,ALTIMA 2.5,2018
2019-03-04,한국토요타자동차,렉서스 ES300h,2019
2019-03-04,크라이슬러코리아,짚 체로키 2.4,2016
2019-03-04,한국토요타자동차,렉서스 ES300h,2019
2019-03-04,기아,K7,2015
2019-03-04,아우디폭스바겐코리아,A7 3.0 TDI quattro,2012
2019-03-04,에이비케이,RSV4,2016
2019-03-04,한국지엠,말리부 1.5 TURBO,2017
2019-03-04,BMW,BMW 520d xDrive,2017
2019-03-04,한국토요타자동차,렉서스 ES300h,2019
2019-03-04,한불모터스,Citroen C4 Cactus 1.6 BlueHDi,2017
2019-03-04,BMW,MINI Cooper SD Countryman ALL4,2015
2019-03-04,기아,K5,2012
2019-03-04,현대자동차,싼타페(SANTAFE),2012
2019-03-04,현대자동차,싼타페(SANTAFE),2012
2019-03-04,한국지엠,말리부 2.0 DOHC,2013
2019-03-04,한불모터스,푸조 508 1.6 e-HDi,2014
2019-03-04,한국토요타자동차,렉서스 ES300h,2019
2019-03-04,기아,K7,2013
2019-03-04,현대자동차,제네시스(GENESIS),2012
2019-03-04,스바루코리아,Outback,2010
2019-03-04,현대자동차,쏘나타 하이브리드(SONATA HYBRID),2016
2019-03-04,현대자동차,쏘나타(SONATA),2016
2019-03-05,KG 모빌리티,렉스턴,2007
2019-03-05,원천특장,원천8KL중질유탱크로리,2017
2019-03-05,현대자동차,아이오닉 하이브리드(IONIQ HYBRID),2020
2019-03-05,현대자동차,그랜저(GRANDEUR),2011
2019-03-05,현대자동차,아이오닉 하이브리드(IONIQ HYBRID),2020
2019-03-05,기아,봉고Ⅲ 1.2톤,2011
2019-03-05,한국지엠,말리부 1.5 TURBO,2017
2019-03-05,한국지엠,라세티 1.6 DOHC,2010
2019-03-05,한국토요타자동차,렉서스 ES300h,2019
2019-03-05,한국닛산,INFINITI FX35,2008
2019-03-05,르노코리아,SM7,2015
2019-03-05,르노코리아,SM7,2012
2019-03-06,기아,카니발,2015
2019-03-06,현대자동차,싼타페(SANTAFE),2014
2019-03-06,기아,K7,2012
2019-03-06,한국지엠,윈스톰2.0S디젤2WD AT 7인승,2007
2019-03-06,현대자동차,포터Ⅱ (PORTERⅡ),2012
2019-03-06,르노코리아,SM6,2017
2019-03-06,허스크바나모터싸이클코리아,HUSQVARNA SVARTPILEN 401,2018
2019-03-06,르노코리아,QM3,2015
2019-03-06,한국토요타자동차,렉서스 ES300h,2019
2019-03-06,한불모터스,푸조 508SW 1.6 e-HDi,2015
2019-03-06,볼보자동차코리아,레인지로버 스포츠 TDV6,2008
2019-03-06,현대자동차,싼타페(SANTAFE),2013
2019-03-06,기아,K7,2014
2019-03-06,르노코리아,SM3,2010
2019-03-07,현대자동차,그랜저(GRANDEUR),2014
2019-03-07,현대자동차,쏘나타(SONATA),2005
2019-03-07,한국닛산,MURANO,2009
2019-03-07,현대자동차,아이오닉 하이브리드(IONIQ HYBRID),2016
2019-03-07,한국닛산,INFINITI M30d,2013
2019-03-07,현대자동차,그랜저(GRANDEUR),2014
2019-03-07,현대자동차,그랜저(GRANDEUR),2014
2019-03-07,현대자동차,그랜저(GRANDEUR),2014
2019-03-07,현대자동차,투싼(TUCSON),2015
2019-03-07,현대자동차,그랜저(GRANDEUR),2014
2019-03-07,현대자동차,그랜저(GRANDEUR),2007
2019-03-07,현대자동차,싼타페(SANTAFE),2015
2019-03-07,현대자동차,아이오닉 하이브리드(IONIQ HYBRID),2020
2019-03-07,한국지엠,크루즈 1.8 DOHC,2012
2019-03-07,한국토요타자동차,렉서스 ES300h,2019
2019-03-08,한국토요타자동차,렉서스 ES300h,2019
2019-03-08,동우특장차,동우40피트평판트레일러,2016
2019-03-08,르노코리아,QM3,2015
2019-03-08,동우특장차,동우40피트평판트레일러,2016
2019-03-08,기아,모닝,2012
2019-03-08,BMW,BMW GT EfficientDynamics Edition,2013
2019-03-08,기아,K5 하이브리드,2013
2019-03-08,기아,K9,2019
2019-03-08,자일대우상용차,BH090,2018
2019-03-08,르노코리아,SM6,2017
2019-03-08,현대자동차,싼타페(SANTAFE),2013
2019-03-08,스카니아코리아그룹,스카니아트랙터,2017
2019-03-08,기아,니로 하이브리드,2018
2019-03-08,기아,K5,2011
2019-03-08,기아,K7,2017
2019-03-08,기아,니로 EV,2019
2019-03-08,현대자동차,싼타페(SANTAFE),2014
2019-03-11,아우디폭스바겐코리아,Q7 35 TDI quattro,2015
2019-03-11,크라이슬러코리아,피아트 500C,2016
2019-03-11,현대자동차,싼타페(SANTAFE),2013
2019-03-11,아우디폭스바겐코리아,A6 55 TDI quattro,2016
2019-03-11,현대자동차,그랜저(GRANDEUR),2014
2019-03-11,한국상용트럭,한국상용8.5톤카고트럭,2018
2019-03-11,기아,모닝,2010
2019-03-11,아우디폭스바겐코리아,Golf 1.6 TDI BMT,2014
2019-03-11,크라이슬러코리아,짚그랜드체로키,2013
2019-03-11,현대자동차,쏘나타 (SONATA),2011
2019-03-11,한국지엠,알페온2.4DOHC,2011
2019-03-11,크라이슬러코리아,짚 랭글러 루비콘,2018
2019-03-11,BMW,MINI Cooper D five-door,2015
2019-03-11,볼보자동차코리아,볼보 XC90D5 AWD,2017
2019-03-11,현대자동차,아반떼 (AVANTE),2012
2019-03-11,현대자동차,그랜저(GRANDEUR),2014
2019-03-11,한국지엠,크루즈 1.8 DOHC,2013
2019-03-11,현대자동차,그랜저(GRANDEUR),2006
2019-03-11,아우디폭스바겐코리아,A6 3.0 TDI quattro,2014
2019-03-11,볼보자동차코리아,볼보 XC90D5 AWD,2018
2019-03-11,현대자동차,쏘나타 (SONATA),2010
2019-03-12,포드,Explorer 2.3 AWD,2016
2019-03-12,한국토요타자동차,렉서스 ES300h,2019
2019-03-12,아우디폭스바겐코리아,A8 4.2 FSI quattro,2011
2019-03-12,한국지엠,말리부 1.5 TURBO,2017
2019-03-12,기아,모닝,2016
2019-03-12,BMW,BMW 520d xDrive,2016
2019-03-12,현대자동차,쏘나타 하이브리드(SONATA HYBRID),2018
2019-03-12,한국지엠,윈스톰2.0S디젤,2010
2019-03-12,만트럭버스코리아,TGX,2017
2019-03-12,한국지엠,말리부 1.5 TURBO,2017
2019-03-12,한국토요타자동차,렉서스 ES300h,2019
2019-03-12,현대자동차,그랜저(GRANDEUR),2010
2019-03-12,한국지엠,캡티바 2.0 디젤,2018
2019-03-12,BMW,BMW X6 xDrive30d,2016
2019-03-13,기아,K9,2016
2019-03-13,기아,봉고Ⅲ 1.2톤,2014
2019-03-13,기아,쏘울,2010
2019-03-13,한국상용트럭,한국상용4.5톤카고트럭,2018
2019-03-13,기아,쏘울,2013
2019-03-13,기아,K5,2013
2019-03-13,만트럭버스코리아,TGX,2016
2019-03-13,르노코리아,QM6,2019
2019-03-13,한국지엠,윈스톰2.0S디젤,2008
2019-03-13,현대자동차,투싼(TUCSON),2016
2019-03-13,한국지엠,말리부 1.5 TURBO,2017
2019-03-13,기아,K3,2013
2019-03-13,한국지엠,말리부 1.5 TURBO,2017
2019-03-13,한국지엠,올란도 2.0 디젤,2012
2019-03-14,기아,K5 하이브리드,2019
2019-03-14,기아,K7,2011
2019-03-14,현대자동차,쏘나타 (SONATA),2010
2019-03-14,만트럭버스코리아,TGX,2017
2019-03-14,현대자동차,제네시스(GENESIS),2009
2019-03-14,아우디폭스바겐코리아,A7 3.0 TDI quattro,2014
2019-03-14,기아,쏘렌토,2018
2019-03-14,현대자동차,쏘나타 (SONATA),2010
2019-03-14,현대자동차,현대14톤특초장축트럭,2014
2019-03-14,재규어랜드로버코리아,레인지로버 4.4D,2017
2019-03-14,크라이슬러코리아,짚 레니게이드 2.4,2016
2019-03-14,현대자동차,쏘나타 (SONATA),2010
2019-03-14,한국지엠,캡티바 2.0D 디젤,2013
2019-03-14,현대자동차,싼타페(SANTAFE),2013
2019-03-14,르노코리아,SM6,2016
2019-03-14,한국지엠,크루즈 1.8 DOHC,2013
2019-03-15,KG 모빌리티,G4 렉스턴,2019
2019-03-15,혼다코리아,ACCORD HYBRID,2017
2019-03-15,르노코리아,SM6,2017
2019-03-15,현대자동차,그랜드 스타렉스(GRAND STAREX),2019
2019-03-15,현대자동차,아반떼 하이브리드(AVANTE HYBRID),2010
2019-03-15,한국지엠,말리부 2.0 DOHC,2015
2019-03-15,기아,K5,2011
2019-03-15,현대자동차,팰리세이드(PALISADE),2019
2019-03-15,한국토요타자동차,렉서스 ES300h,2019
2019-03-15,크라이슬러코리아,짚 레니게이드 2.4,2016
2019-03-15,한국토요타자동차,렉서스 ES300h,2019
2019-03-15,한국토요타자동차,렉서스 ES300h,2019
2019-03-15,현대자동차,쏘나타 (SONATA),2010
2019-03-15,한국토요타자동차,렉서스 ES300h,2019
2019-03-15,한국토요타자동차,렉서스 ES300h,2019
2019-03-15,한국토요타자동차,렉서스 ES300h,2019
2019-03-15,현대자동차,쏘나타 (SONATA),2010
2019-03-15,한국지엠,크루즈 1.8 DOHC,2013
2019-03-15,한국지엠,토스카 2.0 DOHC LPG,2009
2019-03-15,한국닛산,MURANO,2009
2019-03-15,바이크코리아,AK550I,2018
2019-03-18,기아,K5,2019
2019-03-18,한국지엠,트랙스 1.6 디젤,2019
2019-03-18,기아,니로 하이브리드,2018
2019-03-18,한국닛산,Qashqai,2015
2019-03-18,현대자동차,스타렉스(STAREX),2006
2019-03-18,기아,니로 하이브리드,2018
2019-03-18,현대자동차,쏘나타(SONATA),2015
2019-03-18,르노코리아,QM3,2016
2019-03-18,르노코리아,QM3,2019
2019-03-18,제이엠특장자동차,제이엠2톤차량운반트럭,2018
2019-03-18,현대자동차,포터Ⅱ (PORTERⅡ),2017
2019-03-18,현대자동차,쏘나타 하이브리드(SONATA HYBRID),2017
2019-03-18,재규어랜드로버코리아,레인지로버 스포츠 3.0D,2018
2019-03-18,한국지엠,올란도 2.0 LPG,2012
2019-03-18,현대자동차,그랜저(GRANDEUR),2009
2019-03-18,현대자동차,투싼(TUCSON),2016
2019-03-18,한국지엠,윈스톰2.0S디젤4WD AT 7인승,2007
2019-03-19,BMW,BMW Active Tourer,2015
2019-03-19,한국지엠,말리부 2.0 DOHC,2014
2019-03-19,한국토요타자동차,렉서스 ES300h,2019
2019-03-19,메르세데스-벤츠,GLE250 d 4Matic,2017
2019-03-19,만트럭버스코리아,TGX,2017
2019-03-19,현대자동차,아이오닉 하이브리드(IONIQ HYBRID),2020
2019-03-19,현대자동차,아이오닉 하이브리드(IONIQ HYBRID),2020
2019-03-19,현대자동차,쏘나타 (SONATA),2010
2019-03-19,한국지엠,말리부 2.0 DOHC,2014
2019-03-19,한국지엠,트랙스 1.4,2013
2019-03-19,현대자동차,그랜저(GRANDEUR),2015
2019-03-19,BMW,BMW G 310 R,2018
2019-03-19,르노코리아,QM6,2017
2019-03-19,한국지엠,라세티 2.0 디젤,2009
2019-03-20,현대자동차,제네시스(GENESIS),2013
2019-03-20,현대자동차,그랜저(GRANDEUR),2015
2019-03-20,기아,모하비,2018
2019-03-20,기아,K7,2013
2019-03-20,기아,K5,2011
2019-03-20,현대자동차,싼타페(SANTAFE),2018
2019-03-20,르노코리아,SM6,2016
2019-03-20,한국지엠,말리부 2.0 DOHC,2014
2019-03-20,현대자동차,그랜저(GRANDEUR),2018
2019-03-20,한국토요타자동차,렉서스 ES300h,2019
2019-03-20,한국지엠,말리부 2.4 DOHC,2014
2019-03-20,한국지엠,크루즈 1.8 DOHC,2013
2019-03-20,한국지엠,올란도 2.0 디젤,2013
2019-03-20,한국지엠,말리부 2.4 DOHC,2012
2019-03-20,현대자동차,i40,2012
2019-03-20,한국지엠,말리부 2.4 DOHC,2014
2019-03-21,한국토요타자동차,렉서스 ES300h,2019
2019-03-21,한중특장,한중9.5톤카고,2018
2019-03-21,한국지엠,트랙스 1.4,2014
2019-03-21,BMW,BMW 640d xDrive Gran Coupe,2014
2019-03-21,한국토요타자동차,렉서스 ES300h,2019
2019-03-21,만트럭버스코리아,TGX,2015
2019-03-21,BMW,BMW 320i,2011
2019-03-21,크라이슬러코리아,짚 컴패스,2015
2019-03-21,KG 모빌리티,티볼리,2019
2019-03-21,한국지엠,말리부 2.0 DOHC,2014
2019-03-21,한국지엠,라세티 1.8 DOHC,2010
2019-03-21,현대자동차,싼타페(SANTAFE),2011
2019-03-21,현대자동차,제네시스(GENESIS),2008
2019-03-21,한국지엠,말리부 2.4 DOHC,2015
2019-03-21,포르쉐코리아,카이엔 터보,2011
2019-03-22,현대자동차,그랜저(GRANDEUR),2018
2019-03-22,기아,쏘렌토,2015
2019-03-22,한국지엠,라세티 1.6 DOHC,2009
2019-03-22,BMW,BMW 320d,2012
2019-03-22,현대자동차,그랜저 하이브리드,2019
2019-03-22,현대자동차,그랜드 스타렉스(GRAND STAREX),2013
2019-03-22,기아,그랜드 카니발,2007
2019-03-22,르노코리아,SM7,2016
2019-03-22,현대자동차,코나 일렉트릭 (KONA ELECTRIC),2019
2019-03-22,현대자동차,쏘나타 (SONATA),2011
2019-03-22,한국지엠,라세티 1.6 DOHC,2009
2019-03-22,현대자동차,쏘나타 (SONATA),2011
2019-03-22,현대자동차,그랜저(GRANDEUR),2018
2019-03-25,기아,K5,2016
2019-03-25,한국지엠,올란도 2.0 LPG,2014
2019-03-25,기아,쏘렌토,2016
2019-03-25,한국토요타자동차,렉서스 ES300h,2019
2019-03-25,한국지엠,스파크 1.0,2017
2019-03-25,한국토요타자동차,렉서스 ES300h,2019
2019-03-25,현대자동차,쏘나타(SONATA),2015
2019-03-25,메르세데스-벤츠,C220 CDI,2010
2019-03-25,한국토요타자동차,렉서스 ES300h,2019
2019-03-25,아우디폭스바겐코리아,A6 40 TDI quattro,2016
2019-03-25,한국지엠,윈스톰2.0S디젤4WD AT 7인승,2007
2019-03-25,한국지엠,라세티 1.6 DOHC,2009
2019-03-25,BMW,BMW 320d,2012
2019-03-25,현대자동차,제네시스(GENESIS),2010
2019-03-25,한국지엠,크루즈 1.8 DOHC,2013
2019-03-25,크라이슬러코리아,짚 레니게이드 2.4,2016
2019-03-26,기아,K3,2019
2019-03-26,지엠대우오토앤테크놀로지,CHEVROLET CAMARO,2017
2019-03-26,기아,K9,2013
2019-03-26,한불모터스,308CC 2.0 HDi E5,2014
2019-03-26,현대자동차,에쿠스(EQUUS),2010
2019-03-26,크라이슬러코리아,짚 체로키 2.4,2016
2019-03-26,BMW,BMW320i,2006
2019-03-26,한국지엠,라세티 1.8 DOHC,2010
2019-03-26,현대자동차,그랜저(GRANDEUR),2011
2019-03-26,지엠코리아,캐딜락CTS AWD,2015
2019-03-26,기아,K5,2011
2019-03-26,기아,모닝,2012
2019-03-26,현대자동차,쏘나타 하이브리드(SONATA HYBRID),2018
2019-03-26,한국토요타자동차,렉서스 ES300h,2019
2019-03-26,크라이슬러코리아,짚 체로키 2.4,2019
2019-03-26,기아,쏘렌토,2010
2019-03-26,르노코리아,SM5,2011
2019-03-26,현대자동차,쏘나타(SONATA),2013
2019-03-26,한국지엠,크루즈 1.8 DOHC,2013
2019-03-26,현대자동차,그랜드스타렉스휠체어슬로프(GRAND STAREX),2017
2019-03-26,메르세데스-벤츠,GLA220,2018
2019-03-27,기아,K5,2013
2019-03-27,현대자동차,그랜저(GRANDEUR),2007
2019-03-27,한국토요타자동차,렉서스 ES300h,2019
2019-03-27,르노코리아,SM6,2016
2019-03-27,BMW,BMW 320d,2012
2019-03-27,르노코리아,SM6,2019
2019-03-27,현대자동차,그랜저(GRANDEUR),2011
2019-03-27,현대자동차,그랜드 스타렉스(GRAND STAREX),2015
2019-03-27,현대자동차,쏘나타 (SONATA),2010
2019-03-27,포드,Explorer 2.3 AWD,2018
2019-03-27,현대자동차,쏘나타 (SONATA),2011
2019-03-27,크라이슬러코리아,짚 체로키 2.4,2016
